ID,SchoolCode,SchoolName,Address,City,StateCode,ZipCode,Province,Country,PostalCode
26150,E00913,LINCOLN TECHNICAL INSTITUTE,240 BERGEN TOWN CENTER,PARAMUS,NJ,07652,,,
26151,E00914,PLATT COLLEGE,3700 INLAND EMPIRE BLVD STE400,ONTARIO,CA,91764,,,
26152,E00917,NATIONAL AMERICAN UNIVERSITY - BLOOMINGT,"7801 METRO PARKWAY, SUITE 200",BLOOMINGTON,MN,55425,,,
26153,E00920,KAPLAN UNIVERSITY - CEDAR FALLS,7009 NORDIC DRIVE,CEDAR FALLS,IA,50613,,,
26154,E00922,ITT TECHNICAL INSTITUTE,13 AIRLINE DRIVE,ALBANY,NY,12205,,,
26155,E00925,KAPLAN UNIVERSITY - DES MOINES,4655  121 STREET,URBANDALE,IA,50323,,,
26156,E00926,KAPLAN UNIVERSITY - MASON CITY,PLAZA WEST,MASON CITY,IA,50401,,,
26157,E00928,UTAH CLG OF MASSAGE THERAPY-NSMT,2381 E. WINDMILL LN  SUITE 14,LAS VEGAS,NV,89123,,,
26158,E00931,HARRISON COLLEGE - FORT WAYNE,6413 N. CLINTON STREET,FORT WAYNE,IN,46825,,,
26159,E00933,RASMUSSEN COLLEGE - NEW PORT RICHEY,2127 GRAND BOULEVARD,HOLIDAY,FL,34690,,,
26160,E00935,HILL COLLEGE,2112 MAYFIELD PARKWAY,CLEBURNE,TX,76031,,,
26161,E00937,JOHN DEWEY COLLEGE-BAYAMON CAMPUS,"ROAD #2, KM. 15.9, BO. HATO TEJAS",BAYAMON,PR,00959,,,
26162,E00944,VATTEROTT COLLEGE - WICHITA,8853 E. 37TH STREET NORTH,WICHITA,KS,67226,,,
26163,E00947,UNITED EDUCATION INSTITUTE - UEI MORROW,1564 SOUTHLAKE PARKWAY,MORROW,GA,30260,,,
26164,E00951,VIRGINIA COLLEGE - HUNTSVILLE,2021 DRAKE AVENUE SW,HUNTSVILLE,AL,35801,,,
26165,E00952,VIRGINIA COLLEGE - JACKSON,4795 I-55 NORTH,JACKSON,MS,39206,,,
26166,E00953,INTERACTIVE LEARNING SYSTEMS,"1078 CITIZENS PARKWAY, SUITE A",MORROW,GA,30260,,,
26167,E00956,VATTEROTT COLLEGE - MEMPHIS,2655 DIVIDEND DRIVE,MEMPHIS,TN,38132,,,
26168,E00958,UTAH COLLEGE OF MASSAGE THERAPY - ARIZON,"1409 W. SOUTHERN AVE, STE 6",TEMPE,AZ,85282,,,
26169,E00960,INTERACTIVE COLLEGE OF TECHNOLOGY,2323 BROWNS BRIDGE ROAD,GAINESVILLE,GA,30501,,,
26170,E00961,TRINITY INTERNATIONAL UNIV-CA,2200 N. GRAND AVE,SANTA ANA,CA,92705,,,
26171,E00970,MILLER - MOTTE TECHNICAL COLLEGE - NORTH,8085 RIVERS AVENUE,N. CHARLESTON,SC,29406,,,
26172,E00978,KAPLAN COLLEGE - BEAUMONT,PARKDALE MALL,BEAUMONT,TX,77706,,,
26173,E00983,PACIFIC COLLEGE OF ORIENTAL MEDICINE - C,65 E. WACKER PLACE,CHICAGO,IL,60601,,,
26174,E00985,OHIO CENTER FOR BROADCASTING - COLORADO,1310 WADSWORTH BOULEVARD,LAKEWOOD,CO,80214,,,
26175,E00993,BARRY UNIVERSITY - ORLANDO,6441 EAST COLONIAL DRIVE,ORLANDO,FL,32807,,,
26176,E00994,MIAMI DADE COLLEGE -INTERAMERICAN CAMPUS,627 S.W. 27TH AVENUE,MIAMI,FL,33135,,,
26177,E00996,WEST VIRGINIA JUNIOR COLLEGE,176 THOMPSON DRIVE,BRIDGEPORT,WV,26330,,,
26178,E01000,EVEREST COLLEGE,"STONEMILL CENTER, SUITE 130",VANCOUVER,WA,98684,,,
26179,E01001,CAREER POINT INSTITUTE,3138 S. GARNETT,TULSA,OK,74146,,,
26180,E01002,COMMONWEALTH OF PR DEPT OF EDUC - TROQUE,#150 URB INDUSTRIAL MINILLAS,BAYAMON,PR,00959,,,
26181,E01007,VIRGINIA COLLEGE - MOBILE,"3725 AIRPORT BOULEVARD, SUITE 165",MOBILE,AL,36608,,,
26182,E01008,VIRGINIA COLLEGE - VIRGINIA COLLEGE AT A,6301 EAST HIGHWAY 290,AUSTIN,TX,78723,,,
26183,E01009,KAPLAN COLLEGE - LAREDO,6410 MCPHERSON ROAD,LAREDO,TX,78041,,,
26184,E01010,BAKER COLLEGE-CASS CITY,6677 MAIN STREET,CASS CITY,MI,48726,,,
26185,E01012,PIONEER PACIFIC COLLEGE,1600 MILLRACE DR. #207,EUGENE,OR,97403,,,
26186,E01015,UTAH COLLEGE OF MASSAGE THERAPY - ARIZON,1000 NORTH 31 AVENUE,PHOENIX,AZ,85051,,,
26187,E01017,ITT TECHNICAL INSTITUTE,760 MOORE ROAD,KING OF PRUSSIA,PA,19406,,,
26188,E01019,MILLER - MOTTE TECHNICAL COLLEGE - CHATT,6020 SHALLOWFORD ROAD,CHATTANOOGA,TN,37421,,,
26189,E01020,CREATIVE IMAGES-A CERTIFIED MATRIX,568 MIAMISBURG-CENTERVILLE RD,DAYTON,OH,45459,,,
26190,E01021,KAPLAN COLLEGE - CAREER CENTERS OF TEXAS,1620 SOUTH PADRE ISLAND DRIVE,CORPUS CHRISTI,TX,78416,,,
26191,E01023,KAPLAN COLLEGE - BROWNSVILLE,1900 N. EXPRESSWAY,BROWNSVILLE,TX,78521,,,
26192,E01024,BAKER COLLEGE-ALLEN PARK,4500 ENTERPRISE DRIVE,ALLEN PARK,MI,48101,,,
26193,E01025,VATTEROTT COLLEGE - CLEVELAND,5025 EAST ROYALTON ROAD,BROADVIEW HEIGHTS,OH,44147,,,
26194,E01027,KAPLAN COLLEGE - MCALLEN,1500 SOUTH JACKSON  ROAD,MCALLEN,TX,78503,,,
26195,E01030,INTERACTIVE LEARNING SYSTEMS,256 NORTH SAM HOUSTON PARKWAY,HOUSTON,TX,77060,,,
26196,E01032,VANDERBILT UNIV MED CTR ALLIEDHEAL,1301 22ND AVE S.,NASHVILLE,TN,37232,,,
26197,E01033,INDIANA UNIVERSITY - PURDUE UNIVERSITY I,4601 CENTRAL AVENUE,COLUMBUS,IN,47203,,,
26198,E01036,MANATEE TECHNICAL INSTITUTE-EAST,5520 LAKEWOOD RANCH BVD,BRADENTON,FL,34211,,,
26199,E01038,COLORADO TECH UNIV - ON LINE,4405 N. CHESTNUT ST,COLORADO SPRINGS,CO,80907,,,
26200,E01048,CONNECTICUT CENTER FOR MASSAGE THERAPY -,1154 POQUONNOCK ROAD,GROTON,CT,06340,,,
26201,E01051,AMERICAN INTERCONTINENTAL UNIV - HOUSTON,9999 RICHMOND ROAD,HOUSTON,TX,77042,,,
26202,E01052,VATTEROTT COLLEGE-ST JOSEPH,3131 FREDERICK BOULEVARD,ST. JOSEPH,MO,64501,,,
26203,E01054,PCI ACADEMY - PCI ACADEMY,4315 PEONY LANE NORTH,PLYMOUTH,MN,55446,,,
26204,E01057,KAPLAN COLLEGE - LUBBOCK,1421 9TH STREET,LUBBOCK,TX,79401,,,
26205,E01061,SOUTHWEST FLORIDA COLLEGE - TAMPA,3910 RIGA BLVD,TAMPA,FL,33619,,,
26206,E01080,STAR TECHNICAL INSTITUTE -,BLUE HEN CORPORATE CENTER,DOVER,DE,19901,,,
26207,E01091,LINCOLN TECHNICAL INSTITUTE - BROCKTON,365 WESTGATE DRIVE,BROCKTON,MA,02401,,,
26208,E01094,LINCOLN COLLEGE OF TECHNOLOGY - MARIETTA,2359 WINDY HILL ROAD,MARIETTA,GA,30067,,,
26209,E01095,LINCOLN TECHNICAL INSTITUTE - LOWELL,211 PLAIN STREET,LOWELL,MA,01852,,,
26210,E01096,LINCOLN TECHNICAL INSTITUTE,3600 MARKET STREET,PHILADELPHIA,PA,19104,,,
26211,E01097,LINCOLN TECHNICAL INSTITUTE - NORTHEAST,2180 HORNIG ROAD,PHILADELPHIA,PA,19116,,,
26212,E01103,FORTIS COLLEGE - RICHMOND CAMPUS,2000 WESTMORELAND STREET,RICHMOND,VA,23230,,,
26213,E01104,KAPLAN COLLEGE - CAREER CENTERS OF TEXAS,2001 BEACH STREET,FORT WORTH,TX,76103,,,
26214,E01108,STONE ACADEMY -WATERBURY,101 PIERPONT ROAD,WATERBURY,CT,06705,,,
26215,E01111,RESEARCH MEDICAL CENTER - COLLEGE OF NUR,2300 EAST MEYER BOULEVARD,KANSAS CITY,MO,64132,,,
26216,E01113,DELAWARE AREA CAREER CENTER -,1610 STATE ROUTE 521,DELAWARE,OH,43015,,,
26217,E01117,INTERNATIONAL ACADEMY OF DESIGN AND TECH,1850 RESEARCH DRIVE,TROY,MI,48083,,,
26218,E01119,INTERNATIONAL ACADEMY OF DESIGN AND TECH,6039 SOUTH RIO GRANDE AVENUE,ORLANDO,FL,32809,,,
26219,E01120,LE CORDON BLEU COLLEGE OF CULINARY ARTS,8511 COMMODITY CIRCLE,ORLANDO,FL,32819,,,
26220,E01121,INTERNATIONAL ACADEMY OF DESIGN AND TECH,2495 VILLAGE VIEW DRIVE,HENDERSON,NV,89074,,,
26221,E01125,SCOTTSDALE CULINARY INSTITUTE - LE CORDO,1451 CENTER CROSSING,LAS VEGAS,NV,89144,,,
26222,E01126,WESTERN CULINARY INSTITUTE - LE CORDON B,1927 LAKESIDE PARKWAY,TUCKER,GA,30084,,,
26223,E01127,RENSSELAER POLYTECHNIC INSTITUTE-RENSSEL,275 WINDSOR STREET,HARTFORD,CT,06120,,,
26224,E01135,SANFORD-BROWN INSTITUTE - FT. LAUDERDALE,1201 CYPRESS CREEK ROAD,FT. LAUDERDALE,FL,33309,,,
26225,E01136,SANFORD-BROWN COLLEGE - HOUSTON,9999 RICHMOND AVENUE,HOUSTON,TX,77042,,,
26226,E01140,SANFORD-BROWN COLLEGE - SANFORD-BROWN IN,"711 STEWART AVENUE, 2ND FLOOR",GARDEN CITY,NY,11530,,,
26227,E01142,SANFORD-BROWN INSTITUTE - ISELIN,"675 US ROUTE 1 SOUTH, SECOND FLOOR",ISELIN,NJ,08830,,,
26228,E01154,TWIN CITY BEAUTY COLLEGE - TRAVERSE CITY,1144 BOON STREET,TRAVERSE CITY,MI,49686,,,
26229,E01155,UTAH COLLEGE OF MASSAGE THERAPY - DENVER,8991 B HARLAN STREET SUITE B,WESTMINSTER,CO,80031,,,
26230,E01156,UTAH COLLEGE OF MASSAGE THERAPY - DENVER,14107A EAST EXPOSITION AVENUE,AURORA,CO,80012,,,
26231,E01166,JOHN DEWEY COLLEGE - FAJARDO BRANCH,267 GENERAL VALERO AVENUE,FAJARDO,PR,00738,,,
26232,E01169,VATTEROTT COLLEGE - O'FALLON,927-1015 EAST TERRA LANE,O'FALLON,MO,63366,,,
26233,E01170,VATTEROTT COLLEGE - L'ECOLE CULINAIRE,9811 SOUTH OUTER FORTY DRIVE,ST. LOUIS,MO,63124,,,
26234,E01173,REMINGTON COLLEGE - NORTH HOUSTON CAMPUS,11310 GREENS CROSSING BOULEVARD,HOUSTON,TX,77067,,,
26235,E01178,MILLER-MOTTE TECHNICAL COLLEGE - MILLER-,2205 WALNUT STREET,CARY,NC,27511,,,
26236,E01180,PRYOR BEAUTY COLLEGE - GROVE BEAUTY COLL,63155 EAST 290 ROAD,GROVE,OK,74345,,,
26237,E01182,KAPLAN COLLEGE -  PALM SPRINGS,2475 EAST TAHQUITZ CANYON WAY,PALM SPRINGS,CA,92262,,,
26238,E01190,KAPLAN UNIVERSITY - LEWISTON,475 LISBON STREET,LEWISTON,ME,04240,,,
26239,E01191,KAPLAN COLLEGE - BAKERSFIELD,1914 WIBLE ROAD,BAKERSFIELD,CA,93304,,,
26240,E01193,RASMUSSEN COLLEGE - BROOKLYN PARK,8301 93RD AVENUE NORTH,BROOKLYN PARK,MN,55445,,,
26241,E01195,TEXAS SCHOOL OF BUSINESS - FRIENDSWOOD C,BAYWOOD PLAZA,FRIENDSWOOD,TX,77546,,,
26242,E01197,KAPLAN COLLEGE - FRESNO,44 SHAW AVENUE,CLOVIS,CA,93612,,,
26243,E01198,MITCHELL'S HAIR STYLING ACADEMY - MITCHE,1301 BUCK JONES ROAD,RALEIGH,NC,27606,,,
26244,E01200,DELTA COLLEGE - SLIDELL,"105 GAUSE BOULEVARD, WEST",SLIDELL,LA,70460,,,
26245,E01208,DELTA COLLEGE OF ARTS & TECHNOLOGY - LAF,"200 REPUBLIC AVENUE, SUITE F",LAFAYETTE,LA,70508,,,
26246,E01209,HARRISON COLLEGE - NORTHWEST,6300 TECHNOLOGY CENTER DRIVE,INDIANAPOLIS,IN,46278,,,
26247,E01214,SAINT GREGORY'S UNIVERSITY - IPD TULSA,5801 EAST 41ST STREET,TULSA,OK,74135,,,
26248,E01216,MILLER - MOTTE TECHNICAL COLLEGE - MADIS,801 SPACE PARK NORTH,GOODLETTSVILLE,TN,37072,,,
26249,E01222,ATI CAREER TRAINING CENTER - MIAMI,7265 NW25TH STREET,MIAMI,FL,33122,,,
26250,E01223,VIRGINIA COLLEGE - BILOXI,920 CEDAR LAKE ROAD,BILOXI,MS,39532,,,
26251,E01224,ART INSTITUTE OF PHOENIX (THE) - ART  IN,3500 DEPAUW BOULEVARD,INDIANAPOLIS,IN,46268,,,
26252,E01225,JOHN DEWEY COLLEGE - JUANA DIAZ BRANCH,BO.LOMAS 149 ROAD KM. 6702,JUANA DIAZ,PR,00795,,,
26253,E01227,BARTLESVILLE BEAUTY COLLEGE,108 SOUTH SENECA,BARTLESVILLE,OK,74003,,,
26254,E01240,HAIR PROFESSIONALS ACADEMY OF COSMETOLOG,1100 NORTH SHERMAN,NAPERVILLE,IL,60563,,,
26255,E01244,RASMUSSEN COLLEGE - ROCKFORD,"6000 EAST STATE STREET, 4TH FLOOR",ROCKFORD,IL,61108,,,
26256,E01245,ANTONELLI COLLEGE - JACKSON,2323 LAKELAND DRIVE,JACKSON,MS,39232,,,
26257,E01246,ANTONELLI COLLEGE - HATTIESBURG,1500 NORTH 31ST AVENUE,HATTIESBURG,MS,39401,,,
26258,E01251,COLLEGE OF  THE MENOMINEE NATION - GREEN,2733 SOUTH RIDGE ROAD SUITE 3,GREEN BAY,WI,54304,,,
26259,E01254,EAST TENNESSEE STATE UNIV - PHARMACY,"CHARLES ED ALLEN HALL, VA",JOHNSON CITY,TN,37614,,,
26260,E01255,LINCOLN TECHNICAL INSTITUTE - WHITESTONE,15-30 PETRACCA PLACE,WHITESTONE,NY,11357,,,
26261,E01257,INTERNATIONAL ACADEMY OF DESIGN & TECH,645 ANDOVER PARK WEST,SEATTLE,WA,98188,,,
26262,E01258,INTERNATIONAL ACADEMY OF DESIGN & TECHNO,4511 HORIZON HILL BOULEVARD,SAN ANTONIO,TX,78229,,,
26263,E01260,VIRGINIA COLLEGE - SCH OF BUSNSS & HLTH,721 EASTGATE LOOP,CHATTANOOGA,TN,37411,,,
26264,E01264,RASMUSSEN COLLEGE - LAKE ELMO,8565 EAGLE POINT CIRCLE,LAKE ELMO,MN,55042,,,
26265,E01265,LINCOLN TECHNICAL INSTITUTE-EUPH INST OF,9340 WEST SAHARA AVENUE,LAS VEGAS,NV,89117,,,
26266,E01266,LINCOLN TECHNICAL INSTITUTE-EUPH INS OFB,11041 SOUTH EASTERN AVENUE,HENDERSON,NV,89052,,,
26267,E01270,BRYAN UNIVERSITY - ROGERS,3704 WEST WALNUT,ROGERS,AR,72756,,,
26268,E01285,KAPLAN COLLEGE -  RIVERSIDE,4040 VINE STREET,RIVERSIDE,CA,92507,,,
26269,E01294,HARRISON COLLEGE - ELKHART,56075 PARKWAY AVENUE,ELKHART,IN,46516,,,
26270,E01295,RASMUSSEN COLLEGE - GREEN BAY,904 SOUTH TAYLOR STREET,GREEN BAY,WI,54303,,,
26271,E01296,MIAMI DADE COLLEGE - HIALEAH CAMPUS,1780 WEST 49 STREET,HIALEAH,FL,33012,,,
26272,E01298,ATI-CAREER TRAINING CENTER - OKLAHOMA CI,2401 N.W. 23RD STREET #14,OKLAHOMA CITY,OK,73107,,,
26273,E01299,ATI CAREER TRAINING CENTER - RICHARDSON,1111 DIGITAL DRIVE,RICHARDSON,TX,75081,,,
26274,E01300,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITU,2144 CENTRAL BOULEVARD,BROWNSVILLE,TX,78520,,,
26275,E01301,SOUTHWEST SCHOOL OF BUSINESS AND TECHNIC,3900 NORTH 23RD STREET,MCALLEN,TX,78501,,,
26276,E01303,BEAUTY INSTITUTE (THE) - MARGATE,331 SOUTH STATE ROAD 7,MARGATE,FL,33068,,,
26277,E01311,EVEREST COLLEGE - EVERETT,906 SE EVERETT MALL PARKWAY,EVERETT,WA,98208,,,
26278,E01312,EVEREST COLLEGE - TACOMA,2156 PACIFIC AVENUE,TACOMA,WA,98402,,,
26279,E01315,EVEREST INSTITUTE - NORCROSS,1750 BEAVER RUIN ROAD,NORCROSS,GA,30093,,,
26280,E01319,EVEREST COLLEGE - CHESAPEAKE,GREENBRIER CIRCLE CORPORATE CENTER,CHESAPEAKE,VA,23320,,,
26281,E01320,EVEREST COLLEGE,6080 NORTH CENTRAL EXPRESSWAY,DALLAS,TX,75206,,,
26282,E01322,EVEREST INSTITUTE - BISSONNET,9700 BISSONNET STREET,HOUSTON,TX,77036,,,
26283,E01327,EVEREST COLLEGE - EVEREST INSTITUTE,9600 SW OAK STREET,TIGARD,OR,97223,,,
26284,E01333,WYOTECH - BLAIRSVILLE,500 INNOVATION DRIVE,BLAIRSVILLE,PA,15717,,,
26285,E01338,EVEREST COLLEGE - ARLINGTON,"300 SIX FLAGS DRIVE, SUITE 100",ARLINGTON,TX,76011,,,
26286,E01340,EVEREST INSTITUTE - HOUSTON GREENSPOINT,255 NORTHPOINT DRIVE,HOUSTON,TX,77060,,,
26287,E01341,EVEREST INSTITUTE - HOUSTON HOBBY,7151 OFFICE CITY DRIVE,HOUSTON,TX,77087,,,
26288,E01342,EVEREST INSTITUTE- DEARBORN,23400 MICHIGAN AVENUE,DEARBORN,MI,48124,,,
26289,E01343,EVEREST INSTITUTE- AUSTIN,9100 US HIGHWAY 290 EAST,AUSTIN,TX,78754,,,
26290,E01344,EVEREST INSTITUTE - DETROIT,300 RIVER PLACE DRIVE,DETROIT,MI,48207,,,
26291,E01345,EVEREST INSTITUTE - SOUTH PLAINFIELD,5000 HADLEY ROAD,SOUTH PLAINFIELD,NJ,07080,,,
26292,E01349,EVEREST UNIVERSITY - ORLANDO SOUTH,9200 SOUTHPARK CENTER LOOP,ORLANDO,FL,32819,,,
26293,E01350,EVEREST UNIVERSITY - MELBOURNE,2401 NORTH HARBOR CITY BOULEVARD,MELBOURNE,FL,32905,,,
26294,E01352,EVEREST UNIVERSITY - ORANGE PARK,805 WELLS ROAD,ORANGE PARK,FL,32073,,,
26295,E01353,EVEREST UNIVERSITY - LAKELAND,995 EAST MEMORIAL BOULEVARD,LAKELAND,FL,33801,,,
26296,E01354,EVEREST UNIVERSITY - JACKSONVILLE,8226 PHILLIPS HIGHWAY,JACKSONVILLE,FL,32256,,,
26297,E01355,FLORIDA TECHNICAL COLLEGE - LAKELAND,"4715 SOUTH FLORIDA AVENUE, SUITE 4",LAKELAND,FL,33813,,,
26298,E01357,EVEREST INSTITUTE - COLUMBUS,825 TECH CENTER DRIVE,GAHANNA,OH,43230,,,
26299,E01360,AMERITECH COLLEGE - DRAPER,12257  BUSINESS PARK DRIVE,DRAPER,UT,84020,,,
26300,E01377,FLORIDA TECHNICAL COLLEGE - DELAND,1199 S. WOODLAND BOULEVARD,DELAND,FL,32720,,,
26301,E01378,INSTITUTE FOR BUSINESS & TECHNOLOGY - LA,5819 NORTHWEST LOOP 410,SAN ANTONIO,TX,78230,,,
26302,E01379,HERITAGE COLLEGE-KANSAS CITY,1200 EAST 104TH,KANSAS CITY,MO,64131,,,
26303,E01380,HERITAGE COLLEGE - WICHITA,2800 SOUTH ROCK ROAD #100,WICHITA,KS,67210,,,
26304,E01381,MARINELLO SCHOOL OF BEAUTY - WILLIMANTIC,1320 MAIN STREET,WILLIMANTIC,CT,06226,,,
26305,E01382,RASMUSSEN COLLEGE - MOORHEAD,1250 29TH AVENUE SOUTH,MOORHEAD,MN,56560,,,
26306,E01386,MEDTECH COLLEGE - GREENWOOD,1500 AMERICAN WAY,GREENWOOD,IN,46143,,,
26307,E01389,ART INSTITUTE OF PHOENIX (THE) - BROWN M,1200 NORTH MERIDIAN STREET,INDIANAPOLIS,IN,46204,,,
26308,E01390,MEDVANCE INSTITUTE - WEST PALM,1630 - 1640 SOUTH CONGRESS AVENUE,PALM SPRINGS,FL,33461,,,
26309,E01393,FORTIS INSTITUTE - NASHVILLE,3354 PERIMETER HILL DRIVE,NASHVILLE,TN,37211,,,
26310,E01396,ATI CAREER TRAINING CENTER - ALBUQUERQUE,4575 SAN MATEO BOULEVARD,ALBUQUERQUE,NM,87109,,,
26311,E01397,FLAGLER COLLEGE - TALLAHASSEE COMMUNITY,444 APPLEYARD DRIVE,TALLAHASSEE,FL,32304,,,
26312,E01400,ATI CAREER TRAINING CENTER - GARLAND,3035 SOUTH SHILOH RD.,GARLAND,TX,75041,,,
26313,E01401,DORSEY BUSINESS SCHOOL - FARMINGTON HILL,33533 W. 12 MILE,FARMINGTON HILLS,MI,48334,,,
26314,E01403,UNIV OF DETROIT MERCY - DENTAL SCHOOL,2700 MARTIN LUTHER KING JR. BLVD.,DETROIT,MI,48208,,,
26315,E01410,ELAINE STEVEN BEAUTY COLLEGE - ADVANCE B,23 NORTHPORT PLAZA,HANNIBAL,MO,63401,,,
26316,E01434,VIRGINIA COLLEGE - MONTGOMERY,6200 ATLANTA HIGHWAY,MONTGOMERY,AL,36117,,,
26317,E01435,COMMONWEALTH OF PR DEPT OF EDUC - ITPR R,ROAD #2 KM 43.5,MANATI,PR,00701,,,
26318,E01445,ART INSTITUTE OF PHOENIX (THE) - BROWN M,3000 EAST COLISEUM BOULEVARD,FORT WAYNE,IN,46805,,,
26319,E01446,ART INSTITUTE OF PHOENIX (THE) - BROWN M,755 WHITE POND DRIVE,AKRON,OH,44320,,,
26320,E01451,ART INSTITUTE OF PHOENIX (THE) - BROWN M,2119 KIMBERLY ROAD,BETTENDORF,IA,52722,,,
26321,E01452,ART INSTITUTE OF PHOENIX (THE) - BROWN M,4001 FT. CAMPBELL BOULEVARD,HOPKINSVILLE,KY,42240,,,
26322,E01459,ROSS MEDICAL EDUCATION CENTER-SAGINAW,"4300 FASHION SQUARE BOULEVARD,",SAGINAW,MI,48603,,,
26323,E01460,ROSS MEDICAL EDUCATION CENTER-PORT HURON,3568 PINE GROVE AVENUE,PORT HURON,MI,48060,,,
26324,E01461,ROSS MEDICAL EDUCATION CENTER-ROOSEVELT,950 NORTON AVENUE,ROOSEVELT PARK,MI,49441,,,
26325,E01462,ROSS MEDICAL EDUCATION CENTER-ANN ARBOR,4741 WASHTENAW AVENUE,ANN ARBOR,MI,48108,,,
26326,E01463,ROSS MEDICAL EDUCATION CENTER - GRAND RA,3777 SPARKS DRIVE S.E.,GRAND RAPIDS,MI,49546,,,